id,year,age,educ,networth
1010,1995,66,1,1606.4
1011,1995,33,2,190233.1
1012,1995,66,2,459663.9
1013,1995,33,1,1277.4
1014,1995,65,4,1493375.3
1015,1995,33,4,10257.8
1016,1995,54,4,702172.8
1017,1995,63,1,21289.7
1018,1995,65,3,87636.1
1019,1995,65,3,87636.1
1020,1995,30,3,34063.5
1021,1995,67,3,157001.8
1022,1995,35,3,129867.1
1023,1995,36,2,10358.4
1024,1995,50,1,119802.9
1025,1995,45,4,582950.6
1026,1995,69,3,62023867.9
1027,1995,54,3,448438.4
1028,1995,27,4,315493.9
1029,1995,24,2,77997.7
1030,1995,25,2,36482.8
1031,1995,28,3,84152.4
1032,1995,30,2,35805.4
1033,1995,23,3,43450.3
1034,1995,76,1,1316.1
1035,1995,36,4,79642.8
1036,1995,28,2,5225.7
1037,1995,29,3,78926.7
1038,1995,37,2,24270.3
1039,1995,27,4,147866.6
1040,1995,82,1,486643.7
1041,1995,39,3,-25429.6
1042,1995,40,4,603620.9
1043,1995,38,4,21831.6
1044,1995,27,1,-19.4
1045,1995,45,3,58798.3
1046,1995,54,2,-6967.5
1047,1995,63,1,4064.4
1048,1995,72,1,82739.5
1049,1995,35,2,224122.4
1050,1995,30,2,-6367.6
1051,1995,47,1,541.9
1052,1995,70,2,296507.4
1053,1995,39,3,251411.9
1054,1995,19,2,8341.7
1055,1995,70,4,7292688.2
1056,1995,69,4,425.8
1057,1995,36,2,214445.3
1058,1995,30,3,19354.3
1059,1995,79,3,93442.4
1060,1995,73,3,142505.5
1061,1995,43,2,48714.7
1062,1995,43,4,32708.7
1063,1995,59,2,401639.8
1064,1995,22,2,4354.7
1065,1995,24,2,3154.7
1066,1995,50,1,362002.2
1067,1995,61,2,173801.3
1068,1995,51,4,431580.8
1069,1995,31,4,73159.1
1070,1995,51,2,1521980.9
1071,1995,60,1,-10393.2
1072,1995,22,3,99364.8
1073,1995,24,4,2516.1
1074,1995,62,1,53611.3
1075,1995,62,1,53611.3
1076,1995,27,3,-3677.3
1077,1995,58,2,335641.7
1078,1995,29,4,4526963.3
1079,1995,45,2,35031.2
1080,1995,50,4,126770.5
1081,1995,73,1,6774
1082,1995,55,2,249186.2
1083,1995,65,1,273475.8
1084,1995,30,1,8670.7
1085,1995,30,1,8670.7
1086,1995,44,1,348512.3
1087,1995,32,2,41418.1
1088,1995,73,1,376730.8
1089,1995,40,2,203065
1090,1995,40,2,203065
1091,1995,54,3,932856.4
1092,1995,38,3,8477.2
1093,1995,55,3,967.7
1094,1995,25,2,22838
1095,1995,27,4,14012.5
1096,1995,46,2,198574.8
1097,1995,40,3,-2903.1
1098,1995,36,2,131260.6
1099,1995,60,1,90848.9
1100,1995,72,2,38127.9
1101,1995,46,4,725010.9
1102,1995,45,1,108771
1103,1995,35,2,37024.7
1104,1995,41,2,202465
1105,1995,48,2,583608.6
1106,1995,48,3,137028.2
1107,1995,74,3,368989.1
1108,1995,46,4,76449.4
1109,1995,26,4,7741.7
1110,1995,40,3,97448.7
1111,1995,35,3,41534.3
1112,1995,78,2,109932.2
1113,1995,49,4,70294.7
1114,1995,57,4,645697.1
1115,1995,40,4,382827.4
1116,1995,41,4,150382.7
1117,1995,72,2,218896.8
1118,1995,81,3,26418.6
1119,1995,78,1,165866.1
1120,1995,22,4,63482
1121,1995,40,4,99577.7
1122,1995,28,3,41437.5
1123,1995,37,4,247483
1124,1995,37,2,36637.6
1125,1995,27,3,-8032
1126,1995,47,4,637529.6
1127,1995,47,4,637529.6
1128,1995,34,4,911392.5
1129,1995,47,2,249863.6
1130,1995,68,1,121931.9
1131,1995,75,4,2262320.4
1132,1995,75,4,2262320.4
1133,1995,46,4,228767.4
1134,1995,44,2,309668.3
1135,1995,77,4,1482149.8
1136,1995,32,2,-3290.2
1137,1995,55,4,434309.8
1138,1995,48,3,91990.8
1139,1995,31,4,130428.4
1140,1995,31,2,42385.8
1141,1995,72,4,367.7
1142,1995,28,3,-9096.5
1143,1995,44,2,79971.8
1144,1995,36,2,179549.5
1145,1995,29,2,11806.1
1146,1995,75,2,167530.5
1147,1995,78,1,767977.4
1148,1995,61,2,78675.1
1149,1995,32,1,-987.1
1150,1995,45,4,583095.7
1151,1995,45,4,32999
1152,1995,30,3,86513.6
1153,1995,74,1,21870.3
1154,1995,46,2,83629.8
1155,1995,74,3,12423.5
1156,1995,18,2,0
1157,1995,73,1,104900.1
1158,1995,27,3,156053.5
1159,1995,38,3,204458.5
1160,1995,34,2,36908.6
1161,1995,34,2,36908.6
1162,1995,27,1,-2303.2
1163,1995,45,2,136892.7
1164,1995,45,2,136892.7
1165,1995,52,1,68107.7
1166,1995,41,3,983912.9
1167,1995,85,4,337732
1168,1995,59,3,406439.6
1169,1995,54,4,282920.7
1170,1995,27,4,149995.6
1171,1995,37,4,199736
1172,1995,46,4,339860.9
1173,1995,29,3,167201.5
1174,1995,33,4,71185
1175,1995,45,4,1584979.1
1176,1995,36,2,41418.1
1177,1995,27,3,-3096.7
1178,1995,66,2,245797.3
1179,1995,50,3,58430.5
1180,1995,62,4,11490687
1181,1995,79,1,329
1182,1995,34,4,48598.6
1183,1995,27,2,154872.9
1184,1995,45,3,180052.8
1185,1995,42,2,8186.9
1186,1995,37,4,40644
1187,1995,85,4,176898
1188,1995,38,1,25354.1
1189,1995,49,3,161724.3
1190,1995,41,2,38708.5
1191,1995,75,3,394440
1192,1995,55,2,492914.5
1193,1995,68,1,609736.9
1194,1995,55,1,0
1195,1995,46,2,231477
1196,1995,66,4,1315799.9
1197,1995,35,4,441470.9
1198,1995,56,1,121544.8
1199,1995,26,2,4838.6
1200,1995,30,4,101609.9
1201,1995,60,1,17225.3
1202,1995,33,2,35805.4
1203,1995,26,2,24057.4
1204,1995,80,3,431658.2
1205,1995,28,4,118835.2
1206,1995,21,1,-58.1
1207,1995,39,2,12773.8
1208,1995,42,4,98900.3
1209,1995,67,2,303087.8
1210,1995,81,2,864903.5
1211,1995,70,3,60191.8
1212,1995,70,3,60191.8
1213,1995,45,3,507081.8
1214,1995,44,3,-4451.5
1215,1995,42,1,1838.7
1216,1995,57,2,442245
1217,1995,55,3,803453.7
1218,1995,40,3,28063.7
1219,1995,50,2,0
1220,1995,44,2,127544.6
1221,1995,70,1,27930.1
1222,1995,54,2,434309.8
1223,1995,78,2,599014.6
1224,1995,42,3,206123
1225,1995,42,3,206123
1226,1995,42,3,206123
1227,1995,34,2,48676
1228,1995,35,3,357473.3
1229,1995,27,4,15193.1
1230,1995,45,2,227993.3
1231,1995,28,4,14767.3
1232,1995,35,4,23418.7
1233,1995,67,3,484824.4
1234,1995,29,4,53553.3
1235,1995,26,4,17418.8
1236,1995,70,1,27057.3
1237,1995,27,4,154408.4
1238,1995,23,1,9290
1239,1995,35,3,150576.2
1240,1995,71,4,843265.5
1241,1995,71,4,843265.5
1242,1995,47,2,221799.9
1243,1995,47,4,1238286.1
1244,1995,28,2,12580.3
1245,1995,31,1,0
1246,1995,72,1,126383.4
1247,1995,26,3,13509.3
1248,1995,73,2,329216.1
1249,1995,74,4,844039.6
1250,1995,28,2,20747.8
1251,1995,66,2,8903
1252,1995,35,2,6696.6
1253,1995,51,2,98222.9
1254,1995,37,3,23225.1
1255,1995,61,2,520068.5
1256,1995,60,3,299410.5
1257,1995,32,2,35805.4
1258,1995,51,4,796621.7
1259,1995,42,3,113996.6
1260,1995,43,2,108867.8
1261,1995,76,2,157156.7
1262,1995,22,4,-870.9
1263,1995,78,4,467986.2
1264,1995,59,2,448631.9
1265,1995,31,4,383214.5
1266,1995,39,2,2957332.2
1267,1995,66,2,791783.1
1268,1995,40,3,52450.1
1269,1995,75,4,1203835.5
1270,1995,33,3,14960.8
1271,1995,78,3,311100.5
1272,1995,77,2,364440.9
1273,1995,54,2,175233.5
1274,1995,38,1,9483.6
1275,1995,42,3,125802.7
1276,1995,76,1,44708.4
1277,1995,72,4,421148.9
1278,1995,52,3,353796
1279,1995,63,3,279475.6
1280,1995,70,2,519816.9
1281,1995,52,4,8324.3
1282,1995,61,2,8827481.6
1283,1995,76,1,35863.5
1284,1995,34,4,45482.5
1285,1995,22,3,16412.4
1286,1995,28,2,33366.8
1287,1995,37,2,104590.5
1288,1995,74,3,156343.8
1289,1995,47,4,228070.7
1290,1995,39,3,11806.1
1291,1995,91,4,166446.7
1292,1995,45,3,164279
1293,1995,36,3,44901.9
1294,1995,24,2,12773.8
1295,1995,51,1,120306.1
1296,1995,82,2,112256.7
1297,1995,42,4,52740.4
1298,1995,42,4,52740.4
1299,1995,43,2,106835.6
1300,1995,60,1,528971.5
1301,1995,32,1,1316.1
1302,1995,73,2,423877.8
1303,1995,73,2,423877.8
1304,1995,20,3,64159.4
1305,1995,70,3,1505375
1306,1995,23,2,-3832.1
1307,1995,65,2,1576985.8
1308,1995,65,2,613336.8
1309,1995,44,3,231090
1310,1995,42,4,151021.4
1311,1995,77,2,140124.9
1312,1995,83,4,427884.2
1313,1995,39,1,211387.3
1314,1995,48,4,945649.5
1315,1995,80,1,175078.7
1316,1995,35,2,21096.2
1317,1995,76,3,4296.6
1318,1995,46,4,247289.5
1319,1995,65,3,708172.7
1320,1995,33,4,68514.1
1321,1995,48,3,380988.8
1322,1995,30,4,68881.8
1323,1995,64,4,489082.4
1324,1995,36,2,94158.5
1325,1995,58,1,0
1326,1995,79,1,215374.3
1327,1995,62,2,188897.7
1328,1995,75,1,246108.9
1329,1995,57,2,1514471.5
1330,1995,42,1,21115.5
1331,1995,36,3,345067.2
1332,1995,36,3,345067.2
1333,1995,73,3,1289981.3
1334,1995,22,2,-3851.5
1335,1995,38,3,2130.9
1336,1995,35,2,5419.2
1337,1995,46,4,222574.1
1338,1995,44,4,45869.6
1339,1995,39,1,7354.6
1340,1995,38,3,15386.6
1341,1995,43,4,283965.8
1342,1995,43,4,283965.8
1343,1995,41,2,353331.5
1344,1995,41,4,33289.3
1345,1995,71,2,255669.9
1346,1995,38,4,71417.2
1347,1995,38,4,71417.2
1348,1995,53,3,1959813.2
1349,1995,32,3,90384.4
1350,1995,26,2,3658
1351,1995,44,4,103255
1352,1995,35,3,3445.1
1353,1995,29,2,967.7
1354,1995,27,2,137608.8
1355,1995,31,4,104416.3
1356,1995,68,1,210380.9
1357,1995,54,1,0
1358,1995,57,3,555951.3
1359,1995,24,4,-94816.6
1360,1995,42,1,7354.6
1361,1995,51,4,36289.3
1362,1995,63,1,218703.2
1363,1995,63,3,169620.8
1364,1995,63,3,169620.8
1365,1995,41,4,114828.9
1366,1995,41,4,114828.9
1367,1995,72,1,30676.5
1368,1995,66,2,48985.7
1369,1995,27,3,133546.4
1370,1995,68,1,335603
1371,1995,50,1,19799.4
1372,1995,39,3,278798.2
1373,1995,52,2,-91507
1374,1995,64,2,89997.3
1375,1995,33,1,41805.2
1376,1995,25,1,27057.3
1377,1995,62,4,784428.5
1378,1995,48,3,315087.5
1379,1995,45,4,436845.2
1380,1995,56,1,94448.8
1381,1995,28,3,-10451.3
1382,1995,43,3,173994.9
1383,1995,21,2,11806.1
1384,1995,88,1,1935.4
1385,1995,41,3,851297.5
1386,1995,60,3,188317
1387,1995,63,3,47418
1388,1995,51,3,803202.1
1389,1995,38,2,-7412.7
1390,1995,32,4,49546.9
1391,1995,44,2,30773.3
1392,1995,67,2,1645.1
1393,1995,67,2,1645.1
1394,1995,76,3,174382
1395,1995,58,4,1201513
1396,1995,58,2,431909.8
1397,1995,48,4,1455537.7
1398,1995,56,2,1030808.3
1399,1995,49,4,752687.5
1400,1995,72,4,224316
1401,1995,31,2,4257.9
1402,1995,35,2,-580.6
1403,1995,80,2,333861.1
1404,1995,80,2,333861.1
1405,1995,37,3,9193.3
1406,1995,58,2,183439.8
1407,1995,33,3,8128.8
1408,1995,41,1,-11999.6
1409,1995,37,2,207148.7
1410,1995,24,1,2322.5
1411,1995,24,1,2322.5
1412,1995,52,2,3598055.2
1413,1995,26,3,107222.6
1414,1995,36,3,139524.9
1415,1995,36,3,139524.9
1416,1995,86,1,135673.4
1417,1995,52,4,229251.3
1418,1995,48,4,330861.2
1419,1995,38,2,1548.3
1420,1995,57,4,1391378.3
1421,1995,41,2,935972.4
1422,1995,27,4,698302
1423,1995,30,1,0
1424,1995,67,4,989196.6
1425,1995,46,3,45095.4
1426,1995,81,4,1291684.5
1427,1995,51,4,509791.4
1428,1995,51,4,509791.4
1429,1995,75,1,191994.3
1430,1995,85,1,2729
1431,1995,40,2,157930.8
1432,1995,25,4,177865.7
1433,1995,63,2,899392.8
1434,1995,39,4,169253.1
1435,1995,42,3,147673.1
1436,1995,59,4,5747271.2
1437,1995,24,3,8535.2
1438,1995,65,2,265830.9
1439,1995,39,3,60791.8
1440,1995,46,3,1168997.8
1441,1995,53,4,353660.5
1442,1995,46,4,1086548.6
1443,1995,28,4,63520.7
1444,1995,51,4,361247.4
1445,1995,51,4,361247.4
1446,1995,52,2,48056.6
1447,1995,50,2,12967.4
1448,1995,49,3,20922
1449,1995,27,1,0
1450,1995,40,2,190446
1451,1995,57,3,162266.2
1452,1995,23,1,0
1453,1998,55,2,409338.3
1454,1998,38,3,20129.6
1455,1998,45,2,4995.9
1456,1998,45,4,247882.2
1457,1998,38,3,331372.6
1458,1998,27,3,6399.9
1459,1998,71,4,2196387.3
1460,1998,39,3,567403.1
1461,1998,45,3,364666.7
1462,1998,23,2,8934.3
1463,1998,23,2,8934.3
1464,1998,52,2,171211
1465,1998,64,3,4754669.9
1466,1998,37,3,751760.3
1467,1998,53,2,-145.9
1468,1998,70,4,1051370.5
1469,1998,58,4,48427.7
1470,1998,36,1,-91.2
1471,1998,24,4,-71456.4
1472,1998,43,3,1528555
1473,1998,33,3,190994.2
1474,1998,55,4,349806.5
1475,1998,50,2,5105.3
1476,1998,43,4,-8205
1477,1998,40,3,804454.7
1478,1998,40,3,804454.7
1479,1998,39,3,145137.3
1480,1998,57,2,977124.3
1481,1998,65,4,2277525.7
1482,1998,83,2,331299.7
1483,1998,31,3,10593.6
1484,1998,80,2,105571
1485,1998,80,2,105571
1486,1998,58,4,972055.5
1487,1998,34,3,223176
1488,1998,50,4,310531.9
1489,1998,84,1,283473.6
1490,1998,44,3,664058
1491,1998,57,4,1690084.1
1492,1998,39,2,0
1493,1998,50,4,779110.3
1494,1998,68,2,346798
1495,1998,44,3,155767.4
1496,1998,67,3,191814.7
1497,1998,56,3,99554
1498,1998,81,1,21077.7
1499,1998,45,4,587295.7
1500,1998,42,3,219711.7
1501,1998,50,4,6746.3
1502,1998,67,4,185706.5
1503,1998,56,3,118735.5
1504,1998,44,3,159359.3
1505,1998,29,3,883405
1506,1998,70,1,51965
1507,1998,70,1,51965
1508,1998,70,1,51965
1509,1998,54,4,483365.7
1510,1998,59,3,14805.5
1511,1998,77,2,488635.1
1512,1998,21,3,9481.3
1513,1998,54,1,0
1514,1998,34,1,7475.7
1515,1998,48,3,240917
1516,1998,75,1,24250.3
1517,1998,42,3,42210.2
1518,1998,42,4,478807.3
1519,1998,32,3,-15770
1520,1998,69,1,0
1521,1998,48,3,1057606.3
1522,1998,34,4,2036845.7
1523,1998,76,1,91166.7
1524,1998,76,1,91166.7
1525,1998,38,4,360673.6
1526,1998,33,3,76561.8
1527,1998,54,4,10263543.3
1528,1998,51,1,165194
1529,1998,25,2,20512.5
1530,1998,40,4,910572.7
1531,1998,31,2,93372.9
1532,1998,31,2,93372.9
1533,1998,36,2,93172.3
1534,1998,74,3,25234.9
1535,1998,38,4,73662.7
1536,1998,38,4,73662.7
1537,1998,43,3,0
1538,1998,52,2,155275.1
1539,1998,36,3,1695335.3
1540,1998,53,4,6379114
1541,1998,72,3,352268
1542,1998,69,3,154728.1
1543,1998,72,4,784945
1544,1998,33,4,1524306.7
1545,1998,33,4,-33164.6
1546,1998,30,3,841741.8
1547,1998,19,2,-28808.7
1548,1998,23,3,1786.9
1549,1998,26,4,-107941.3
1550,1998,38,4,767076.3
1551,1998,55,4,6514715.3
1552,1998,77,1,0
1553,1998,21,2,-209.7
1554,1998,21,2,-209.7
1555,1998,28,4,25016.1
1556,1998,26,4,36193.2
1557,1998,25,3,0
1558,1998,51,1,0
1559,1998,32,2,0
1560,1998,57,3,147015.4
1561,1998,30,2,196828.8
1562,1998,30,2,196828.8
1563,1998,33,3,54864.1
1564,1998,34,2,27623.5
1565,1998,34,2,27623.5
1566,1998,42,4,320779
1567,1998,21,3,-22609.3
1568,1998,31,4,148237
1569,1998,31,4,148237
1570,1998,83,1,66533.4
1571,1998,65,2,2035642.3
1572,1998,70,2,209683.3
1573,1998,38,1,40040.4
1574,1998,84,4,899815
1575,1998,84,4,899815
1576,1998,49,4,1226282.8
1577,1998,54,2,754404.2
1578,1998,33,3,12325.7
1579,1998,57,3,719578.5
1580,1998,62,2,34096.3
1581,1998,62,2,34096.3
1582,1998,39,4,11213.5
1583,1998,36,1,-20020.2
1584,1998,42,2,65767.6
1585,1998,50,4,450782.7
1586,1998,40,3,16610.6
1587,1998,53,3,3604730
1588,1998,30,4,142292.9
1589,1998,51,3,7840.3
1590,1998,48,4,130514.2
1591,1998,37,4,135747.2
1592,1998,73,2,300850
1593,1998,42,4,464950
1594,1998,26,3,42702.5
1595,1998,24,2,24432.7
1596,1998,50,3,-19783.2
1597,1998,55,2,-17212.3
1598,1998,56,1,95725
1599,1998,79,1,164.1
1600,1998,77,2,250416.6
1601,1998,66,4,163735.3
1602,1998,73,4,252896.3
1603,1998,36,3,193309.8
1604,1998,28,1,8934.3
1605,1998,67,3,747749
1606,1998,76,1,401680.3
1607,1998,56,1,83362.8
1608,1998,77,3,185980
1609,1998,59,4,667340
1610,1998,51,2,-3774.3
1611,1998,59,2,384723.3
1612,1998,42,2,68776.1
1613,1998,26,4,21952.9
1614,1998,50,4,252896.3
1615,1998,22,1,20056.7
1616,1998,30,3,14149.1
1617,1998,32,3,74300.8
1618,1998,28,4,59349.5
1619,1998,62,2,227005
1620,1998,25,1,10128.6
1621,1998,28,3,91184.9
1622,1998,66,1,386382.6
1623,1998,38,2,402227.3
1624,1998,30,4,69067.9
1625,1998,30,3,195388.4
1626,1998,44,4,229375.3
1627,1998,47,2,173854.8
1628,1998,60,3,334581.7
1629,1998,56,3,138846.8
1630,1998,42,4,694325.3
1631,1998,26,4,-15735.4
1632,1998,37,3,804728.2
1633,1998,42,2,5542.9
1634,1998,45,2,740125.6
1635,1998,58,2,820.5
1636,1998,43,2,496129
1637,1998,42,4,1088530
1638,1998,39,3,235392.3
1639,1998,67,2,275141
1640,1998,75,1,9481.3
1641,1998,64,1,314379.1
1642,1998,54,1,8770.2
1643,1998,40,2,37050.1
1644,1998,40,2,37050.1
1645,1998,24,4,5561.2
1646,1998,40,4,283893
1647,1998,49,4,1371693.7
1648,1998,51,4,660593.7
1649,1998,70,1,189991.3
1650,1998,30,3,99007
1651,1998,41,4,1070479
1652,1998,30,2,-29173.3
1653,1998,41,4,137844
1654,1998,26,2,34369.8
1655,1998,26,2,34369.8
1656,1998,34,3,-12088.7
1657,1998,38,4,-15170.1
1658,1998,36,4,966549
1659,1998,61,1,2188
1660,1998,26,2,53405.4
1661,1998,41,3,481542.3
1662,1998,78,4,928076.7
1663,1998,26,2,216830.8
1664,1998,37,2,19692
1665,1998,37,2,19692
1666,1998,19,1,15553
1667,1998,37,4,889969
1668,1998,67,3,821958.7
1669,1998,50,1,-1422.2
1670,1998,52,4,14910490.7
1671,1998,27,1,4011.3
1672,1998,75,1,14586.7
1673,1998,57,4,2673006.7
1674,1998,57,4,2673006.7
1675,1998,51,3,150333.8
1676,1998,65,1,20877.2
1677,1998,46,4,19692
1678,1998,46,4,19692
1679,1998,42,3,337863.7
1680,1998,37,3,136567.7
1681,1998,37,3,136567.7
1682,1998,58,2,78585.7
1683,1998,43,2,875.2
1684,1998,52,4,2352.1
1685,1998,59,3,758142
1686,1998,47,4,53788.3
1687,1998,31,4,-2880.9
1688,1998,47,1,3920.2
1689,1998,33,4,556262.5
1690,1998,51,3,68010.3
1691,1998,51,3,68010.3
1692,1998,64,2,101377.3
1693,1998,30,4,47589
1694,1998,32,4,264383.3
1695,1998,58,4,2062645.8
1696,1998,40,2,34606.9
1697,1998,37,2,1068345.7
1698,1998,46,1,66551.7
1699,1998,62,4,79789249
1700,1998,26,4,-49047.7
1701,1998,67,4,1066741.2
1702,1998,46,4,661870
1703,1998,29,1,-547
1704,1998,52,1,0
1705,1998,52,1,0
1706,1998,57,2,125864.7
1707,1998,47,2,6290.5
1708,1998,58,2,43158.3
1709,1998,30,4,9390.2
1710,1998,41,3,455.8
1711,1998,50,4,56104
1712,1998,27,2,56395.7
1713,1998,51,1,82050
1714,1998,50,4,70016
1715,1998,46,2,3421120.3
1716,1998,49,2,325829.7
1717,1998,39,4,624291.1
1718,1998,46,4,187621
1719,1998,39,2,344792.3
1720,1998,39,2,344792.3
1721,1998,66,4,89890.3
1722,1998,70,4,673174.7
1723,1998,56,3,235392.3
1724,1998,52,2,246788.2
1725,1998,43,1,35648
1726,1998,43,1,35648
1727,1998,39,3,34916.8
1728,1998,38,4,440572
1729,1998,38,4,440572
1730,1998,43,4,318901
1731,1998,55,4,225509.9
1732,1998,51,2,2261990.9
1733,1998,74,3,500322.7
1734,1998,40,2,73845
1735,1998,40,2,73845
1736,1998,34,4,179963
1737,1998,28,1,2370.3
1738,1998,63,3,341145.7
1739,1998,31,1,13128
1740,1998,32,4,1713.9
1741,1998,92,3,283710.7
1742,1998,84,1,48865.3
1743,1998,67,1,178467.9
1744,1998,52,4,92971.8
1745,1998,52,3,225911
1746,1998,31,2,0
1747,1998,67,1,10210.7
1748,1998,28,3,40295.7
1749,1998,77,2,109855.8
1750,1998,39,2,12781.6
1751,1998,39,2,12781.6
1752,1998,72,1,595136
1753,1998,38,4,646736.3
1754,1998,67,3,1435510.3
1755,1998,28,4,-1039.3
1756,1998,54,2,141910
1757,1998,43,2,6199.3
1758,1998,43,2,6199.3
1759,1998,41,3,115052.3
1760,1998,42,4,180183.6
1761,1998,35,3,-364.7
1762,1998,68,2,1064553.2
1763,1998,35,4,199235.6
1764,1998,48,2,105698.6
1765,1998,30,2,10393
1766,1998,51,2,27406.5
1767,1998,28,3,-638.2
1768,1998,56,4,297932.7
1769,1998,38,2,177738.5
1770,1998,63,1,1604.5
1771,1998,27,4,229557.7
1772,1998,53,4,-32364.2
1773,1998,53,4,-32364.2
1774,1998,28,4,-2660.2
1775,1998,38,2,1397220.3
1776,1998,75,3,19509.7
1777,1998,64,2,763247.3
1778,1998,23,2,10064.8
1779,1998,53,4,511955.5
1780,1998,63,4,1633524.3
1781,1998,32,4,125810
1782,1998,32,4,125810
1783,1998,42,1,11523.5
1784,1998,53,4,1092924.2
1785,1998,65,2,257454.7
1786,1998,38,2,-21807.1
1787,1998,78,1,363390.3
1788,1998,45,4,21241.8
1789,1998,37,4,409703
1790,1998,42,2,18689.2
1791,1998,68,4,758032.6
1792,1998,61,3,4809953.3
1793,1998,45,2,-2735
1794,1998,27,4,33640.5
1795,1998,33,3,80573.1
1796,1998,30,4,-180.5
1797,1998,58,3,15133.7
1798,1998,64,2,186326.4
1799,1998,83,1,74209.7
1800,1998,83,1,74209.7
1801,1998,48,3,902458.8
1802,1998,76,2,1313985.2
1803,1998,91,1,55794
1804,1998,89,1,182.3
1805,1998,49,1,111551.5
1806,1998,58,2,485371.3
1807,1998,47,4,91239.6
1808,1998,38,2,147790.3
1809,1998,57,1,197758.7
1810,1998,57,1,197758.7
1811,1998,66,4,392563.7
1812,1998,61,2,93427.6
1813,1998,61,2,93427.6
1814,1998,61,2,93427.6
1815,1998,29,4,139503.2
1816,1998,52,2,27149.4
1817,1998,58,2,65366.5
1818,1998,60,3,687396.7
1819,1998,54,2,183062.7
1820,1998,37,2,20713.1
1821,1998,37,2,20713.1
1822,1998,71,4,261867.1
1823,1998,29,3,-3646.7
1824,1998,34,1,72586.9
1825,1998,59,2,295744.7
1826,1998,45,3,490294.3
1827,1998,71,4,7737497.3
1828,1998,89,2,400404
1829,1998,24,1,2461.5
1830,1998,49,2,468961.3
1831,1998,65,2,5470
1832,1998,55,2,132829.8
1833,1998,81,1,19509.7
1834,1998,58,1,559489.8
1835,1998,84,1,67463.3
1836,1998,36,3,4558.3
1837,1998,45,2,1130102
1838,1998,37,2,5652.3
1839,1998,26,4,-38217.1
1840,1998,49,3,172997.9
1841,1998,81,2,219711.7
1842,1998,39,3,20676.6
1843,1998,67,2,519832.3
1844,1998,67,2,519832.3
1845,1998,58,2,318262.8
1846,1998,55,4,44907059
1847,1998,34,4,175495.8
1848,1998,30,1,2735
1849,1998,51,3,13638.5
1850,1998,37,2,11487
1851,1998,42,4,677477.7
1852,1998,41,4,722040
1853,1998,75,4,1721883.1
1854,1998,46,4,1118359.7
1855,1998,54,4,633681.3
1856,1998,39,4,74118.5
1857,1998,27,4,7658
1858,1998,64,1,4084.3
1859,1998,21,2,16245.9
1860,1998,43,2,145465.5
1861,1998,58,2,61628.7
1862,1998,82,4,131480.6
1863,1998,38,2,322347.1
1864,1998,85,4,199108
1865,1998,72,2,1590274.9
1866,1998,46,4,170992.2
1867,1998,45,3,175001.7
1868,1998,51,4,286810.3
1869,1998,53,4,1642.8
1870,1998,29,3,-45528.6
1871,1998,47,1,-2789.7
1872,1998,38,2,298662
1873,1998,54,4,1188813.3
1874,1998,43,2,220641.6
1875,1998,63,4,8715533.3
1876,1998,79,2,132374
1877,1998,43,4,105753.3
1878,1998,70,2,1021.1
1879,1998,39,3,55429.3
1880,1998,45,4,173362.5
1881,1998,55,2,1987.4
1882,1998,71,2,272406
1883,1998,71,2,272406
1884,1998,43,3,377193
1885,1998,32,1,0
1886,1998,32,1,0
1887,1998,29,2,188441.5
1888,1998,35,3,4303.1
1889,1998,40,2,49959.3
1890,1998,31,2,24432.7
1891,1998,31,2,24432.7
1892,1998,78,1,328929.3
1893,1998,51,3,360290.7
1894,1998,48,1,116729.8
1895,1998,41,2,39748.7
1896,1998,62,2,17251286
1897,1998,65,2,4102.5
1898,1998,29,4,65275.3
1899,1998,29,4,65275.3
1900,1998,39,3,-4722.4
1901,1998,41,3,24068
1902,1998,79,2,266936
1903,1998,79,2,266936
1904,1998,24,4,-18324.5
1905,1998,40,2,76999.4
1906,1998,55,3,48500.7
1907,1998,55,3,48500.7
1908,1998,40,2,3573.7
1909,1998,76,4,54357395.7
1910,1998,47,2,97001.3
1911,1998,42,1,251838.8
1912,1998,60,4,2522399.3
1913,1998,48,4,-10940
1914,1998,46,3,498681.7
1915,1998,49,4,83526.9
1916,1998,83,1,627791.9
1917,1998,30,2,11578.2
1918,1998,27,2,7311.6
1919,1998,27,2,85787.8
1920,1998,75,3,495946.7
1921,1998,47,4,59878.3
1922,1998,19,2,1094
1923,1998,50,4,1067014.7
1924,1998,44,3,468525.6
1925,1998,24,1,601.7
1926,1998,24,2,14039.7
1927,1998,58,3,185797.7
1928,1998,58,3,185797.7
1929,1998,59,4,10643526
1930,1998,59,4,10643526
1931,1998,75,1,94813.3
1932,1998,71,4,1782527.1
1933,1998,25,3,9517.8
1934,1998,32,4,-32273
1935,1998,32,4,-32273
1936,1998,65,2,333232.4
1937,2001,79,1,58257.4
1938,2001,72,2,260819
1939,2001,21,1,-585.9
1940,2001,65,1,402109.9
1941,2001,24,2,432745.2
1942,2001,40,2,6361.4
1943,2001,72,2,392902.5
1944,2001,77,1,3247.7
1945,2001,47,4,518457.2
1946,2001,45,2,149376.6
1947,2001,51,2,133088
1948,2001,56,2,69138.8
1949,2001,38,2,99640.2
1950,2001,32,4,193605.4
1951,2001,40,3,84037.9
1952,2001,30,2,106637.8
1953,2001,26,3,141692.7
1954,2001,77,2,157864.1
1955,2001,47,4,24424.6
1956,2001,43,4,1235625.7
1957,2001,39,3,292793.6
