id,year,age,educ,networth
1958,2001,38,3,269139.1
1959,2001,32,4,272537.4
1960,2001,41,4,716917.4
1961,2001,41,4,716917.4
1962,2001,83,1,790157.6
1963,2001,58,3,365447.9
1964,2001,44,3,498368.5
1965,2001,68,2,778255
1966,2001,41,4,516950.6
1967,2001,74,2,666327.2
1968,2001,49,2,40512.3
1969,2001,21,3,-1322.5
1970,2001,85,1,496962.3
1971,2001,38,1,29798.3
1972,2001,50,2,103925.8
1973,2001,62,3,747301.6
1974,2001,30,4,86883.9
1975,2001,52,4,1806815.9
1976,2001,54,3,660752.6
1977,2001,40,2,284.6
1978,2001,72,1,225831.1
1979,2001,38,2,55244.1
1980,2001,38,2,55244.1
1981,2001,56,2,40512.3
1982,2001,35,3,190592
1983,2001,35,3,190592
1984,2001,35,3,190592
1985,2001,47,3,60450.4
1986,2001,48,3,18900.2
1987,2001,48,3,11182.7
1988,2001,58,4,347116.9
1989,2001,73,1,345024.3
1990,2001,52,4,264669.3
1991,2001,47,4,209927.5
1992,2001,62,4,161212.2
1993,2001,32,4,162467.8
1994,2001,66,2,0
1995,2001,83,2,2429.1
1996,2001,43,4,1.7
1997,2001,59,1,177618.1
1998,2001,52,2,4754.3
1999,2001,52,2,4754.3
2000,2001,48,4,443961.4
2001,2001,42,3,79082.7
2002,2001,43,3,5201815.1
2003,2001,33,3,66025
2004,2001,75,2,213108.2
2005,2001,56,2,616590.8
2006,2001,58,3,465891.7
2007,2001,66,1,105298.5
2008,2001,37,2,103306.4
2009,2001,67,2,317904.5
2010,2001,42,1,0
2011,2001,25,3,119929.9
2012,2001,36,4,28793.9
2013,2001,51,1,0
2014,2001,77,2,253453.1
2015,2001,29,2,96677.1
2016,2001,34,3,-157186.1
2017,2001,54,4,1502556.7
2018,2001,49,2,344187.3
2019,2001,25,4,32644.2
2020,2001,21,1,3867.1
2021,2001,21,1,3867.1
2022,2001,37,3,44094.8
2023,2001,37,3,44094.8
2024,2001,78,2,346028.8
2025,2001,28,1,452
2026,2001,51,4,0
2027,2001,32,4,-24458.1
2028,2001,30,4,1571308.8
2029,2001,37,2,167.4
2030,2001,42,4,8705.1
2031,2001,57,1,529288.4
2032,2001,25,3,26600.9
2033,2001,86,2,931582.4
2034,2001,29,4,130108.2
2035,2001,44,3,124282.4
2036,2001,64,2,125655.1
2037,2001,64,2,125655.1
2038,2001,56,4,21595.4
2039,2001,54,4,3814352
2040,2001,26,3,-28442.3
2041,2001,55,3,94500.8
2042,2001,38,2,101448.2
2043,2001,40,2,307357.9
2044,2001,40,2,307357.9
2045,2001,46,2,56449.4
2046,2001,49,2,-2377.2
2047,2001,26,2,18916.9
2048,2001,34,1,0
2049,2001,56,1,83686.4
2050,2001,56,1,83686.4
2051,2001,56,1,83686.4
2052,2001,45,4,409392
2053,2001,42,3,2937946.6
2054,2001,41,4,64451.4
2055,2001,70,2,95086.8
2056,2001,70,2,95086.8
2057,2001,42,4,1302086
2058,2001,70,2,55545.4
2059,2001,30,2,775760.7
2060,2001,68,1,12840.1
2061,2001,54,1,176781
2062,2001,54,4,1224074.7
2063,2001,35,2,35155.3
2064,2001,65,2,613075.3
2065,2001,65,2,613075.3
2066,2001,77,2,126559.1
2067,2001,24,2,52230.8
2068,2001,38,4,660334
2069,2001,27,4,-45032.3
2070,2001,42,2,29748.1
2071,2001,24,3,10881.4
2072,2001,39,3,1141878.2
2073,2001,72,2,192249.4
2074,2001,54,4,441383.4
2075,2001,44,2,235038.4
2076,2001,33,1,-334.8
2077,2001,41,2,9542.2
2078,2001,44,4,1530779.7
2079,2001,67,4,825480.3
2080,2001,32,1,59261.8
2081,2001,24,2,0
2082,2001,67,3,63949.2
2083,2001,75,4,3302473.8
2084,2001,67,2,21026.2
2085,2001,28,4,158182.2
2086,2001,20,2,19837.6
2087,2001,78,4,407969.1
2088,2001,41,3,4488.2
2089,2001,75,4,1461456.8
2090,2001,75,4,1461456.8
2091,2001,56,4,983846.7
2092,2001,21,3,2176.3
2093,2001,21,3,2176.3
2094,2001,85,2,247008
2095,2001,24,3,1004.4
2096,2001,34,2,1222.1
2097,2001,78,3,577551.6
2098,2001,68,3,659245.9
2099,2001,45,3,3297.9
2100,2001,46,3,627522.4
2101,2001,33,1,17209.4
2102,2001,53,3,688039.8
2103,2001,28,4,179208.4
2104,2001,53,4,1943921.7
2105,2001,38,4,202092.9
2106,2001,65,1,585.9
2107,2001,40,2,215786.7
2108,2001,35,2,396503.4
2109,2001,47,1,822
2110,2001,25,3,-10814.4
2111,2001,33,4,341910.6
2112,2001,60,2,151000.5
2113,2001,43,2,59931.4
2114,2001,54,4,990476
2115,2001,30,4,170754.4
2116,2001,42,4,434988.5
2117,2001,50,3,54407
2118,2001,69,3,259814.5
2119,2001,43,4,119846.2
2120,2001,32,3,60986.1
2121,2001,41,1,21093.2
2122,2001,41,1,21093.2
2123,2001,32,3,12890.3
2124,2001,57,3,69105.3
2125,2001,45,4,1086918.7
2126,2001,23,4,13643.6
2127,2001,42,3,123880.6
2128,2001,88,2,14062.1
2129,2001,45,4,1080272.7
2130,2001,33,2,57755.2
2131,2001,54,2,0
2132,2001,39,4,195614.2
2133,2001,42,2,296978.7
2134,2001,28,3,204570.5
2135,2001,28,3,204570.5
2136,2001,28,3,204570.5
2137,2001,28,3,74663.2
2138,2001,54,4,1106773.1
2139,2001,43,4,1387798
2140,2001,27,4,2567342.6
2141,2001,29,4,8437.3
2142,2001,56,2,227086.6
2143,2001,88,2,117184.4
2144,2001,88,2,117184.4
2145,2001,22,2,11149.3
2146,2001,31,3,211768.9
2147,2001,24,2,200.9
2148,2001,75,1,119025.9
2149,2001,75,2,162752.4
2150,2001,68,1,45199.7
2151,2001,52,4,2504565.3
2152,2001,49,2,383494.3
2153,2001,57,3,85879.4
2154,2001,25,3,3816.9
2155,2001,32,1,758517.8
2156,2001,44,1,6863.7
2157,2001,79,4,284423.3
2158,2001,79,4,284423.3
2159,2001,48,1,6696.3
2160,2001,37,4,-39407.4
2161,2001,48,2,119578.3
2162,2001,49,3,313049.7
2163,2001,49,3,313049.7
2164,2001,45,1,60935.9
2165,2001,85,2,190675.7
2166,2001,34,4,87218.7
2167,2001,32,3,71315.1
2168,2001,49,4,1079268.2
2169,2001,44,4,441115.5
2170,2001,43,2,141742.9
2171,2001,65,1,0
2172,2001,41,1,-1171.8
2173,2001,24,3,440111.1
2174,2001,63,1,8370.3
2175,2001,24,4,-34033.7
2176,2001,63,2,341743.2
2177,2001,38,4,585670.8
2178,2001,41,2,7617
2179,2001,38,2,-8906
2180,2001,42,2,17460.5
2181,2001,67,4,8974650.3
2182,2001,53,3,316565.3
2183,2001,95,4,397924.7
2184,2001,35,2,43441.9
2185,2001,35,2,43441.9
2186,2001,31,1,-2092.6
2187,2001,45,3,28961.3
2188,2001,73,4,759790.1
2189,2001,42,4,161044.8
2190,2001,42,4,161044.8
2191,2001,68,4,179794.3
2192,2001,40,4,441617.8
2193,2001,77,1,30635.3
2194,2001,45,3,331949.9
2195,2001,63,2,2948
2196,2001,42,3,267699.4
2197,2001,54,2,116046
2198,2001,27,2,120281.4
2199,2001,65,2,809627
2200,2001,47,4,196367.6
2201,2001,83,2,1011803.5
2202,2001,47,2,92642.6
2203,2001,29,4,-6646
2204,2001,65,3,281928.9
2205,2001,34,2,28894.3
2206,2001,58,4,2473929.9
2207,2001,82,1,14564.3
2208,2001,45,2,656567.4
2209,2001,40,4,8288535.7
2210,2001,30,4,170084.8
2211,2001,30,4,170084.8
2212,2001,40,4,126308
2213,2001,73,3,1262410.7
2214,2001,42,2,64618.8
2215,2001,30,2,42504.5
2216,2001,59,2,762786.7
2217,2001,42,2,73441.1
2218,2001,64,1,133422.8
2219,2001,31,4,723529.9
2220,2001,81,2,461204.3
2221,2001,87,4,11383.6
2222,2001,55,1,171290.1
2223,2001,39,1,-5189.6
2224,2001,71,4,704445.6
2225,2001,70,3,2684543.7
2226,2001,32,2,41567
2227,2001,28,1,102251.8
2228,2001,70,1,420357.2
2229,2001,84,2,486834.2
2230,2001,84,2,486834.2
2231,2001,50,2,-14731.8
2232,2001,74,2,174470.8
2233,2001,43,2,27538.3
2234,2001,24,3,10546.6
2235,2001,53,4,402143.4
2236,2001,48,3,124968.8
2237,2001,54,3,927430.8
2238,2001,47,3,48547.8
2239,2001,43,2,207416.4
2240,2001,78,2,71850.8
2241,2001,71,2,488993.7
2242,2001,86,2,145308.6
2243,2001,39,2,365866.4
2244,2001,53,2,44362.7
2245,2001,41,2,146480.5
2246,2001,70,3,89662.8
2247,2001,24,4,-33447.8
2248,2001,46,2,108311.9
2249,2001,51,4,38503.4
2250,2001,28,2,10379.2
2251,2001,39,3,306018.7
2252,2001,75,1,74328.4
2253,2001,49,3,116347.4
2254,2001,44,3,253202
2255,2001,80,3,11718.4
2256,2001,64,4,18749.5
2257,2001,20,1,14530.9
2258,2001,57,2,134678.3
2259,2001,30,4,-19385.6
2260,2001,48,1,135197.3
2261,2001,29,3,4553.5
2262,2001,30,3,115342.9
2263,2001,29,2,24357.6
2264,2001,47,2,586424.2
2265,2001,83,1,5022.2
2266,2001,30,4,615385.5
2267,2001,30,4,615385.5
2268,2001,35,3,-1037.9
2269,2001,32,3,2427.4
2270,2001,24,1,66460.3
2271,2001,80,1,57085.5
2272,2001,80,1,57085.5
2273,2001,39,2,285695.5
2274,2001,39,4,175525.5
2275,2001,48,4,1012975.4
2276,2001,48,4,1012975.4
2277,2001,43,3,128082.5
2278,2001,47,4,268938.2
2279,2001,37,1,26031.7
2280,2001,47,3,1504999.1
2281,2001,66,3,1434504.4
2282,2001,53,2,240730.2
2283,2001,61,1,135147.1
2284,2001,39,4,511426.2
2285,2001,56,4,180631.4
2286,2001,32,2,107608.8
2287,2001,57,3,383025.6
2288,2001,42,2,650457.1
2289,2001,50,3,493530.4
2290,2001,88,2,288273.6
2291,2001,59,4,558383.6
2292,2001,53,2,299104.8
2293,2001,53,2,299104.8
2294,2001,57,3,852600.2
2295,2001,31,2,4921.7
2296,2001,31,2,4921.7
2297,2001,38,3,-3214.2
2298,2001,60,2,422784.5
2299,2001,44,3,911276.1
2300,2001,52,2,0
2301,2001,39,3,14564.3
2302,2001,40,4,2119363.4
2303,2001,67,4,3693233.5
2304,2001,67,4,3693233.5
2305,2001,27,1,-160827.2
2306,2001,50,4,1430151.8
2307,2001,20,2,3180.7
2308,2001,23,4,14430.4
2309,2001,54,4,555638.2
2310,2001,72,2,443526.2
2311,2001,42,2,665063.3
2312,2001,39,4,394744
2313,2001,44,2,228861.1
2314,2001,60,3,181167.1
2315,2001,41,3,679083.6
2316,2001,40,3,51226.3
2317,2001,37,2,67632.1
2318,2001,56,2,245735.7
2319,2001,56,2,245735.7
2320,2001,56,2,245735.7
2321,2001,74,4,531916.7
2322,2001,38,2,312547.5
2323,2001,28,3,37992.9
2324,2001,48,2,57889.1
2325,2001,56,4,915042.7
2326,2001,56,4,915042.7
2327,2001,56,4,915042.7
2328,2001,56,4,915042.7
2329,2001,51,4,635976.4
2330,2001,51,4,635976.4
2331,2001,71,3,87720.9
2332,2001,31,4,49552.3
2333,2001,48,2,680004.3
2334,2001,40,2,-23756.6
2335,2001,77,4,1457439
2336,2001,77,4,1457439
2337,2001,49,4,655897.8
2338,2001,42,4,13141.4
2339,2001,34,1,424709.7
2340,2001,58,2,1004.4
2341,2001,48,4,1227590.2
2342,2001,56,4,548941.9
2343,2001,44,4,37214.4
2344,2001,42,4,382657.3
2345,2001,76,2,433917.1
2346,2001,58,4,15020025.7
2347,2001,63,3,369934.4
2348,2001,35,3,-50.2
2349,2001,31,4,-5290
2350,2001,59,2,331799.2
2351,2001,59,4,11814363
2352,2001,41,2,43073.6
2353,2001,53,4,954299.5
2354,2001,73,4,667281.4
2355,2001,26,2,5524.4
2356,2001,40,2,465054.6
2357,2001,46,4,10546.6
2358,2001,67,3,5060524.3
2359,2001,43,2,31053.9
2360,2001,48,2,129070.2
2361,2001,48,2,129070.2
2362,2001,48,4,6529685.1
2363,2001,40,4,160626.3
2364,2001,27,4,33481.3
2365,2001,56,4,661740.3
2366,2001,25,2,3515.5
2367,2001,49,3,-17075.4
2368,2001,48,4,477258.5
2369,2001,81,2,51477.4
2370,2001,35,4,217125.9
2371,2001,77,4,605173.7
2372,2001,73,2,123043.6
2373,2001,55,2,551436.3
2374,2001,46,2,2680.2
2375,2001,70,4,4536710
2376,2001,48,3,325789.3
2377,2001,56,3,119712.2
2378,2001,52,2,69574
2379,2001,40,4,15384.6
2380,2001,41,2,32334.5
2381,2001,38,4,893279.9
2382,2001,72,1,585.9
2383,2001,42,2,68804
2384,2001,30,3,303959.6
2385,2001,50,2,47643.8
2386,2001,38,2,159538.2
2387,2001,56,3,127647.3
2388,2001,40,2,224408.1
2389,2001,81,2,1212021.4
2390,2001,42,4,299155
2391,2001,25,2,-28777.1
2392,2001,36,3,676823.6
2393,2001,27,4,-6579.1
2394,2001,19,2,21444.7
2395,2001,28,4,440445.9
2396,2001,86,2,1240480.5
2397,2001,33,2,64032.9
2398,2001,51,3,761095.9
2399,2001,95,2,180798.8
2400,2001,40,3,1086131.9
2401,2001,40,3,1086131.9
2402,2001,59,3,1674.1
2403,2001,80,1,51058.9
2404,2001,52,3,25027.2
2405,2001,68,2,200686.6
2406,2001,56,2,3197.5
2407,2001,67,2,892945.1
2408,2001,37,4,245585
2409,2001,44,2,7365.9
2410,2001,62,1,28459.1
2411,2001,51,4,3493770.6
2412,2001,51,4,3493770.6
2413,2001,69,3,125889.5
2414,2001,39,2,440529.6
2415,2001,28,4,13796
2416,2001,26,2,48045.6
2417,2001,44,3,178739.7
2418,2001,56,4,782289.5
2419,2001,34,4,163388.5
2420,2001,20,2,-11718.4
2421,2004,35,1,17959.7
2422,2004,35,1,17959.7
2423,2004,40,4,561575.1
2424,2004,63,2,90034
2425,2004,66,4,3104838.8
2426,2004,39,2,113611
2427,2004,45,3,712620.2
2428,2004,54,4,298070.8
2429,2004,44,4,72435.8
2430,2004,60,2,404634.7
2431,2004,36,2,50437.9
2432,2004,29,3,2356.9
2433,2004,33,4,-57147.3
2434,2004,73,4,1074123.4
2435,2004,43,3,-13670.1
2436,2004,53,4,1255369.9
2437,2004,51,1,7997.8
2438,2004,35,4,9584.8
2439,2004,31,2,16969.8
2440,2004,72,3,325882.4
2441,2004,27,4,-20426.6
2442,2004,30,2,429963.6
2443,2004,62,2,131829.9
2444,2004,73,3,194445.2
2445,2004,40,3,5656.6
2446,2004,74,1,492233.2
2447,2004,74,3,155241.9
2448,2004,47,3,103861.3
2449,2004,40,3,48206.7
2450,2004,27,4,97419
2451,2004,62,4,2801582.8
2452,2004,40,4,266173.9
2453,2004,33,3,-13495.7
2454,2004,40,3,439344.1
2455,2004,34,2,35118
2456,2004,47,4,1019914.4
2457,2004,56,2,145814.3
2458,2004,75,1,149271.1
2459,2004,46,4,853830.7
2460,2004,46,4,853830.7
2461,2004,33,4,82020.5
2462,2004,44,4,109125
2463,2004,36,4,-28754.3
2464,2004,66,2,19169.6
2465,2004,38,2,564873.2
2466,2004,49,3,328459.3
2467,2004,49,3,328459.3
2468,2004,64,2,2828.3
2469,2004,32,2,251246.8
2470,2004,22,2,-59912.7
2471,2004,22,2,-59912.7
2472,2004,61,4,944823.2
2473,2004,76,2,213944.8
2474,2004,36,2,36092.2
2475,2004,45,3,16498.4
2476,2004,61,2,73818.5
2477,2004,69,2,331539
2478,2004,73,3,6253.7
2479,2004,50,2,347424.5
2480,2004,56,3,3158.3
2481,2004,62,2,97733.3
2482,2004,37,2,81816.3
2483,2004,57,3,32368.3
2484,2004,24,2,20740.8
2485,2004,40,1,20269.4
2486,2004,40,1,20269.4
2487,2004,52,3,1257
2488,2004,38,3,-37710.6
2489,2004,49,4,6131271
2490,2004,39,4,151235.2
2491,2004,42,4,2073611.2
2492,2004,34,3,58341.4
2493,2004,34,3,58341.4
2494,2004,53,3,414030.9
2495,2004,56,4,1184819.7
2496,2004,44,4,-146662.8
2497,2004,60,4,205994.1
2498,2004,32,4,310169.6
2499,2004,47,3,236948.2
2500,2004,58,2,138036.5
2501,2004,31,3,12083.1
2502,2004,68,1,1822.7
2503,2004,46,2,54884.6
2504,2004,39,4,110932
2505,2004,59,4,6187522.6
2506,2004,27,1,22626.4
2507,2004,45,3,127746.2
2508,2004,28,1,19955.2
2509,2004,48,3,34850.9
2510,2004,69,2,549946.1
2511,2004,31,4,-67957.6
2512,2004,46,2,212122.1
2513,2004,61,2,-220
2514,2004,60,2,465254.4
2515,2004,41,4,885570.4
2516,2004,42,4,747141.1
2517,2004,48,4,35275.1
2518,2004,22,3,3645.4
2519,2004,67,2,22233.5
2520,2004,59,3,420363.1
2521,2004,59,3,420363.1
2522,2004,37,2,510664.3
2523,2004,69,1,64658
2524,2004,59,4,1382564.6
2525,2004,65,2,1015514.8
2526,2004,60,2,137329.4
2527,2004,75,4,9403466.2
2528,2004,46,4,153749.2
2529,2004,55,1,-785.6
2530,2004,37,2,768667.6
2531,2004,31,2,10103.3
2532,2004,23,3,-15555.6
2533,2004,65,1,43162.9
2534,2004,65,1,43162.9
2535,2004,76,1,263974.1
2536,2004,38,4,526534.1
2537,2004,55,3,561369.3
2538,2004,52,3,192952.5
2539,2004,52,3,192952.5
2540,2004,41,3,8563.4
2541,2004,82,3,45645.5
2542,2004,43,4,19903336.4
2543,2004,42,2,184624.8
2544,2004,42,2,184624.8
2545,2004,50,4,19939.5
2546,2004,58,1,13811.5
2547,2004,68,3,43210.1
2548,2004,72,3,4509.6
2549,2004,72,3,4509.6
2550,2004,65,2,162784.1
2551,2004,24,2,2262.6
2552,2004,20,3,-8484.9
2553,2004,31,4,69450.3
2554,2004,42,2,74667
2555,2004,25,1,6756.5
2556,2004,68,4,803447.7
2557,2004,51,3,303570.3
2558,2004,35,3,18211.1
2559,2004,29,4,549867.6
2560,2004,60,4,356003.7
2561,2004,29,4,412773.9
2562,2004,76,2,329119.2
2563,2004,27,2,4038.2
2564,2004,26,4,19326.7
2565,2004,60,3,351832
2566,2004,74,2,221502.6
2567,2004,50,3,79223.7
2568,2004,50,4,494079.5
2569,2004,50,4,494079.5
2570,2004,66,1,7699.2
2571,2004,28,1,4006.8
2572,2004,75,4,120988.2
2573,2004,79,1,17519.7
2574,2004,79,1,17519.7
2575,2004,43,3,885649
2576,2004,31,2,471.4
2577,2004,44,1,6567.9
2578,2004,57,2,2121.2
2579,2004,63,2,43367.2
2580,2004,49,1,6442.2
2581,2004,31,4,203480.1
2582,2004,52,4,13938620.6
2583,2004,23,3,188.6
2584,2004,31,2,205.8
2585,2004,31,2,205.8
2586,2004,70,2,1477783.8
2587,2004,36,4,446462
2588,2004,49,2,163334
2589,2004,36,1,51066.4
2590,2004,56,3,349451.5
2591,2004,78,4,2364611.3
2592,2004,68,4,1097064
2593,2004,50,2,367584
2594,2004,46,2,489593.5
2595,2004,45,2,24040.5
2596,2004,41,2,697646
2597,2004,34,4,135286.8
2598,2004,38,2,188333
2599,2004,38,2,188333
2600,2004,50,4,705628
2601,2004,58,2,194555.2
2602,2004,64,3,991.5
2603,2004,37,2,558273.9
2604,2004,83,1,15343025.9
2605,2004,53,4,255237.9
2606,2004,47,3,364850
2607,2004,92,3,1263462
2608,2004,92,3,1263462
2609,2004,64,4,8814693.9
2610,2004,64,4,468475.5
2611,2004,35,2,7385
2612,2004,63,2,436264.4
2613,2004,40,3,870957.6
2614,2004,56,4,8371437.3
2615,2004,21,3,6489.4
2616,2004,45,2,154613.4
2617,2004,36,4,-7290.7
2618,2004,48,2,12444.5
2619,2004,83,4,3333773.5
2620,2004,40,4,429272.2
2621,2004,50,4,725300.4
2622,2004,62,4,168095
2623,2004,25,3,3519.7
2624,2004,25,3,3519.7
2625,2004,40,1,31504.1
2626,2004,24,4,6426.5
2627,2004,31,4,151156.6
2628,2004,31,4,151156.6
2629,2004,31,4,151156.6
2630,2004,27,3,-28455.8
2631,2004,27,3,-28455.8
2632,2004,50,3,1495539.2
2633,2004,61,4,143410.2
2634,2004,79,1,2787441.3
2635,2004,68,2,86200.1
2636,2004,41,1,-785.6
2637,2004,41,1,-785.6
2638,2004,70,2,873944.6
2639,2004,32,4,569901.3
2640,2004,75,2,594727.5
2641,2004,53,4,2808653.5
2642,2004,48,4,805592.5
2643,2004,30,3,20898
2644,2004,21,3,22987.7
2645,2004,69,4,87362.9
2646,2004,44,4,13041.6
2647,2004,75,3,109517.8
2648,2004,66,4,984717.8
2649,2004,37,1,12570.2
2650,2004,37,1,25611.8
2651,2004,42,4,914953.2
2652,2004,29,2,173374.4
2653,2004,38,4,492594.6
2654,2004,38,4,492594.6
2655,2004,23,1,0
2656,2004,66,3,-4289.6
2657,2004,33,4,34332.4
2658,2004,48,4,690449.5
2659,2004,49,3,450720.1
2660,2004,73,3,440805.4
2661,2004,61,4,366421.3
2662,2004,83,2,509124.4
2663,2004,44,1,91448.2
2664,2004,46,4,1225759.2
2665,2004,51,4,2380481.1
2666,2004,40,2,825704.8
2667,2004,40,2,825704.8
2668,2004,40,2,825704.8
2669,2004,52,3,61216.9
2670,2004,57,4,1178613.1
2671,2004,57,4,1178613.1
2672,2004,41,3,157913.1
2673,2004,34,4,22862
2674,2004,52,2,131107.2
2675,2004,21,3,4556.7
2676,2004,71,3,1543777.4
2677,2004,25,1,4399.6
2678,2004,26,4,-31189.8
2679,2004,28,4,101504.3
2680,2004,76,4,6909209
2681,2004,72,4,296153.9
2682,2004,84,1,565.7
2683,2004,30,3,190234.2
2684,2004,21,3,175134.3
2685,2004,53,4,10862143.3
2686,2004,53,4,10862143.3
2687,2004,71,4,888870.1
2688,2004,55,4,1736572.8
2689,2004,28,3,-9113.4
2690,2004,29,4,733313.9
2691,2004,24,2,23569.1
2692,2004,61,4,1694305.5
2693,2004,28,4,32054
2694,2004,28,1,267.1
2695,2004,28,1,267.1
2696,2004,65,2,15634.2
2697,2004,35,4,641394.3
2698,2004,60,2,-12931.6
2699,2004,47,1,14927.1
2700,2004,60,1,0
2701,2004,64,3,222728.2
2702,2004,55,3,3893775.8
2703,2004,45,2,235691.2
2704,2004,48,4,66669.2
2705,2004,38,2,35667.9
2706,2004,38,2,35667.9
2707,2004,48,2,493930.2
2708,2004,42,3,291094.3
2709,2004,42,4,507600.3
2710,2004,47,4,415036.5
2711,2004,52,4,23270.6
2712,2004,37,2,755610.3
2713,2004,37,2,755610.3
2714,2004,39,4,1711118.1
2715,2004,38,2,254467.9
2716,2004,65,4,197980.6
2717,2004,22,2,101033
2718,2004,45,1,0
2719,2004,43,1,239776.5
2720,2004,70,1,2671.2
2721,2004,34,4,178653.9
2722,2004,68,4,2290761.4
2723,2004,39,3,452904.2
2724,2004,27,3,130085.8
2725,2004,68,4,251246.8
2726,2004,36,1,471.4
2727,2004,61,4,1045997.6
2728,2004,41,2,82179.2
2729,2004,63,2,770238.9
2730,2004,35,4,3793057.1
2731,2004,42,3,62379.6
2732,2004,63,4,312840.8
2733,2004,22,2,39281.9
2734,2004,60,4,824133.6
2735,2004,71,4,439956.9
2736,2004,56,4,683504.5
2737,2004,57,3,2906543.9
2738,2004,78,3,133558.3
2739,2004,31,4,18698.2
2740,2004,22,3,12491.6
2741,2004,71,1,263581.3
2742,2004,26,4,-15367.1
2743,2004,31,4,549946.1
2744,2004,65,2,340133.8
2745,2004,65,2,340133.8
2746,2004,75,3,541382.7
2747,2004,58,3,66386.4
2748,2004,35,2,-16812.6
2749,2004,74,1,14770
2750,2004,46,2,426129.7
2751,2004,56,4,2343399.1
2752,2004,43,3,507097.5
2753,2004,51,1,41638.8
2754,2004,42,1,12727.3
2755,2004,37,4,775266.9
2756,2004,26,4,563129.1
2757,2004,39,1,162784.1
2758,2004,31,3,118474.1
2759,2004,41,2,258647.5
2760,2004,36,2,113840.4
2761,2004,45,4,428565.2
2762,2004,27,3,-54020.4
2763,2004,33,3,59064.2
2764,2004,33,3,59064.2
2765,2004,76,2,343952
2766,2004,50,4,9134448.3
2767,2004,60,2,505102
2768,2004,48,4,306021.5
2769,2004,66,4,694660.5
2770,2004,24,2,2985.4
2771,2004,24,4,-59629.9
2772,2004,48,3,128718.8
2773,2004,74,2,530933.7
2774,2004,59,2,573688.1
2775,2004,47,4,681697.5
2776,2004,53,3,67894.8
2777,2004,49,4,237105.4
2778,2004,21,3,-597.1
2779,2004,31,4,270573.5
2780,2004,20,3,-18006.8
2781,2004,77,3,132537
2782,2004,59,2,79475.1
2783,2004,41,1,21997.8
2784,2004,34,2,3535.4
2785,2004,95,1,218407.2
2786,2004,62,1,0
2787,2004,39,3,499665.4
2788,2004,36,3,44781.3
2789,2004,47,3,19578.1
2790,2004,59,1,0
2791,2004,59,1,0
2792,2004,33,1,253760.9
2793,2004,44,4,2211239.2
2794,2004,50,4,253949.4
2795,2004,50,1,4085.3
2796,2004,63,3,1786067.9
2797,2004,52,2,405860.3
2798,2004,43,4,403896.2
2799,2004,59,2,1349237.9
2800,2004,70,2,485209.6
2801,2004,26,3,82649
2802,2004,76,1,131358.6
2803,2004,37,3,60022.7
2804,2004,26,2,26051.7
2805,2004,88,4,23412
2806,2004,19,1,27764.4
2807,2004,72,4,181482.2
2808,2004,48,3,2657
2809,2004,29,2,-23412
2810,2004,66,2,363593
2811,2004,52,3,588882.3
2812,2004,80,2,664963.4
2813,2004,77,3,100593
2814,2004,54,4,1204696.3
2815,2004,28,2,1571.3
2816,2004,47,4,362493.1
2817,2004,64,4,2858777.2
2818,2004,35,1,8642
2819,2004,40,2,51883.5
2820,2004,33,3,209372.4
2821,2004,37,2,73221.4
2822,2004,60,4,10972211.1
2823,2004,30,2,198326.3
2824,2004,75,2,1062181.7
2825,2004,73,4,1509995
2826,2004,46,2,195466.6
2827,2004,50,3,10841.8
2828,2004,50,3,10841.8
2829,2004,64,1,195199.5
2830,2004,33,2,57265.1
2831,2004,53,3,129787.3
2832,2004,55,2,31425.5
2833,2004,75,3,146112.8
2834,2004,29,2,6018
2835,2004,51,3,554817.1
2836,2004,65,3,105306.8
2837,2004,80,3,397532.5
2838,2004,53,2,650507.7
2839,2004,68,3,279686.9
2840,2004,62,3,210943.6
2841,2004,20,3,22155
2842,2004,89,2,2340256.5
2843,2004,24,3,0
2844,2004,52,2,100138.9
2845,2004,47,4,66292.1
2846,2004,78,4,1469927.5
2847,2004,43,3,78.6
2848,2004,65,2,117217.1
2849,2004,65,2,117217.1
2850,2004,71,4,681933.2
2851,2004,46,1,31.4
2852,2004,56,4,323839.7
2853,2004,55,4,1362774.4
2854,2004,35,2,169352
2855,2004,52,4,19798.1
2856,2004,54,4,319440.1
2857,2004,54,3,38653.4
2858,2004,54,3,1484933.1
2859,2004,71,2,91322.5
2860,2004,34,4,-15869.9
2861,2004,49,4,31818.3
2862,2004,55,2,230663.1
2863,2004,21,2,4713.8
2864,2004,58,4,582628.7
2865,2004,21,1,125.7
2866,2004,56,4,14080821
2867,2004,35,4,43367.2
2868,2004,54,1,413795.2
2869,2004,38,4,233648.5
2870,2004,58,4,620653.5
2871,2004,91,1,84691.7
2872,2004,36,2,171253.2
2873,2004,54,2,1084336.7
2874,2004,22,2,28282.9
2875,2004,64,4,2246137.2
2876,2004,28,2,2419.8
2877,2004,83,2,932394.4
2878,2004,41,2,3456.8
2879,2004,29,4,-37789.2
2880,2004,57,3,995873.9
2881,2004,52,4,714097.2
2882,2004,40,4,186832.4
2883,2004,40,4,186832.4
2884,2004,50,1,296342.4
2885,2004,26,4,-4085.3
2886,2004,72,2,621282
2887,2004,51,3,-8437.7
2888,2004,42,3,82884.7
2889,2004,80,2,262795.7
2890,2004,27,4,452071.4
2891,2004,60,2,49966.5
2892,2004,54,4,2591660.5
2893,2004,30,3,161684.2
2894,2004,42,2,2188471.4
